key,text,location,screen,context,type,variables,notes
"campaigns.distributions.default_distribution_message.email.cta","למעבר","src/lib/distributions.ts:41","קמפיין → הפצות","כיתוב כפתור / קישור במייל","email_body","","system default for a new distribution; the sender edits it before sending; same text also at: src/server/distributions/distributions.ts:245"
"editor.field_types.owner_labels.sender","אנחנו","src/lib/fields.ts:43","שדות חתימה — סוגים, בעלים ותפקידים","תווית שדה / פריט","label","",""
"editor.field_types.owner_labels.signer","החותם","src/lib/fields.ts:44","שדות חתימה — סוגים, בעלים ותפקידים","תווית שדה / פריט","label","","same text also at: src/app/documents/[id]/page.tsx:171"
"lib.format.other_1","${seconds} שנ׳","src/lib/format-duration.ts:3","עזרי עיצוב טקסט (משך זמן, שמות קבצים)","טקסט במסך","other","${seconds}","placeholders must stay exactly as written"
"lib.format.other_2","${minutes} דק׳","src/lib/format-duration.ts:5","עזרי עיצוב טקסט (משך זמן, שמות קבצים)","טקסט במסך","other","${minutes}","placeholders must stay exactly as written"
"lib.format.other_3","${hours} שע׳","src/lib/format-duration.ts:7","עזרי עיצוב טקסט (משך זמן, שמות קבצים)","טקסט במסך","other","${hours}","placeholders must stay exactly as written"
"lib.format.other_4","${Math.round(hours / 24)} ימים","src/lib/format-duration.ts:8","עזרי עיצוב טקסט (משך זמן, שמות קבצים)","טקסט במסך","other","${Math.round(hours / 24)}","placeholders must stay exactly as written"
"messages.defaults.sample_variables.signer_name","ישראל ישראלי","src/lib/message-template.ts:122","קמפיין → הגדרות → הודעות (ברירות מחדל, אירועים ומשתנים)","טקסט במסך","other","","sample / preview value, deliberately fake; same text also at: src/lib/message-template.ts:129, src/server/mail/catalog.ts:29, src/server/companies/excel.ts:61"
"messages.defaults.sample_variables.first_name","ישראל","src/lib/message-template.ts:123","קמפיין → הגדרות → הודעות (ברירות מחדל, אירועים ומשתנים)","טקסט במסך","other","","sample / preview value, deliberately fake"
"messages.defaults.sample_variables.last_name","ישראלי","src/lib/message-template.ts:124","קמפיין → הגדרות → הודעות (ברירות מחדל, אירועים ומשתנים)","טקסט במסך","other","","sample / preview value, deliberately fake"
"messages.defaults.sample_variables.company_name","מלון הדוגמה בע""מ","src/lib/message-template.ts:127","קמפיין → הגדרות → הודעות (ברירות מחדל, אירועים ומשתנים)","טקסט במסך","other","","sample / preview value, deliberately fake; same text also at: src/server/mail/catalog.ts:34"
"messages.defaults.sample_variables.campaign_name","הקמפיין שלכם","src/lib/message-template.ts:130","קמפיין → הגדרות → הודעות (ברירות מחדל, אירועים ומשתנים)","טקסט במסך","other","","glossary term — keep consistent: קמפיין; sample / preview value, deliberately fake"
"messages.defaults.sample_variables.document_name","הסכם השתתפות (דוגמה)","src/lib/message-template.ts:134","קמפיין → הגדרות → הודעות (ברירות מחדל, אירועים ומשתנים)","טקסט במסך","other","","glossary term — keep consistent: הסכמים; sample / preview value, deliberately fake; same text also at: src/server/mail/catalog.ts:30"
"messages.defaults.sample_variables.organization_name","הארגון שלכם","src/lib/message-template.ts:139","קמפיין → הגדרות → הודעות (ברירות מחדל, אירועים ומשתנים)","טקסט במסך","other","","sample / preview value, deliberately fake"
"messages.defaults.sample_variables.distribution_name","הפצה ראשונה","src/lib/message-template.ts:143","קמפיין → הגדרות → הודעות (ברירות מחדל, אירועים ומשתנים)","טקסט במסך","other","","glossary term — keep consistent: הפצה; sample / preview value, deliberately fake"
"messages.defaults.default_messages.invitation.sms","שלום {{signer_name}}, נשלח אליך המסמך ""{{document_name}}"" לחתימה. לצפייה וחתימה: {{signing_link}}","src/lib/message-template.ts:157","קמפיין → הגדרות → הודעות (ברירות מחדל, אירועים ומשתנים)","טקסט הודעת SMS","sms","{{signer_name}} | {{document_name}} | {{signing_link}}","SMS: Hebrew is sent as UCS-2 — 70 chars fit one segment (67 per segment when split); fixed text is 49 chars before placeholders are filled; system default; a campaign may override it in הגדרות → הודעות, blank fields fall back to this text"
"messages.defaults.default_messages.invitation.email.subject","מסמך לחתימה – {{document_name}}","src/lib/message-template.ts:159","קמפיין → הגדרות → הודעות (ברירות מחדל, אירועים ומשתנים)","נושא המייל","email_subject","{{document_name}}","system default; a campaign may override it in הגדרות → הודעות, blank fields fall back to this text"
"messages.defaults.default_messages.invitation.email.body","שלום {{signer_name}},

נשלח אליך מסמך לחתימה מטעם {{organization_name}}.
לצפייה וחתימה על ""{{document_name}}"" לחצו על הכפתור.","src/lib/message-template.ts:160","קמפיין → הגדרות → הודעות (ברירות מחדל, אירועים ומשתנים)","טקסט בגוף המייל","email_body","{{signer_name}} | {{organization_name}} | {{document_name}}","system default; a campaign may override it in הגדרות → הודעות, blank fields fall back to this text"
"messages.defaults.default_messages.invitation.email.cta","לצפייה וחתימה","src/lib/message-template.ts:161","קמפיין → הגדרות → הודעות (ברירות מחדל, אירועים ומשתנים)","כיתוב כפתור / קישור במייל","email_body","","system default; a campaign may override it in הגדרות → הודעות, blank fields fall back to this text; same text also at: src/server/documents/send-agreement.ts:83, src/server/mail/catalog.ts:50, src/server/projects/messages.ts:159 (+2 more)"
"messages.defaults.default_messages.reminder.sms","שלום {{signer_name}}, תזכורת: המסמך ""{{document_name}}"" עדיין ממתין לחתימתך. לחתימה: {{signing_link}}","src/lib/message-template.ts:165","קמפיין → הגדרות → הודעות (ברירות מחדל, אירועים ומשתנים)","טקסט הודעת SMS","sms","{{signer_name}} | {{document_name}} | {{signing_link}}","SMS: Hebrew is sent as UCS-2 — 70 chars fit one segment (67 per segment when split); fixed text is 53 chars before placeholders are filled; system default; a campaign may override it in הגדרות → הודעות, blank fields fall back to this text"
"messages.defaults.default_messages.reminder.email.subject","תזכורת: המסמך ""{{document_name}}"" ממתין לחתימתך","src/lib/message-template.ts:167","קמפיין → הגדרות → הודעות (ברירות מחדל, אירועים ומשתנים)","נושא המייל","email_subject","{{document_name}}","system default; a campaign may override it in הגדרות → הודעות, blank fields fall back to this text"
"messages.defaults.default_messages.reminder.email.body","שלום {{signer_name}},

המסמך ""{{document_name}}"" מטעם {{organization_name}} עדיין ממתין לחתימתך.","src/lib/message-template.ts:168","קמפיין → הגדרות → הודעות (ברירות מחדל, אירועים ומשתנים)","טקסט בגוף המייל","email_body","{{signer_name}} | {{document_name}} | {{organization_name}}","system default; a campaign may override it in הגדרות → הודעות, blank fields fall back to this text"
"messages.defaults.default_messages.reminder.email.cta","לחתימה על המסמך","src/lib/message-template.ts:169","קמפיין → הגדרות → הודעות (ברירות מחדל, אירועים ומשתנים)","כיתוב כפתור / קישור במייל","email_body","","system default; a campaign may override it in הגדרות → הודעות, blank fields fall back to this text"
"messages.defaults.default_messages.signed_confirmation.email.subject","המסמך נחתם בהצלחה – {{document_name}}","src/lib/message-template.ts:174","קמפיין → הגדרות → הודעות (ברירות מחדל, אירועים ומשתנים)","נושא המייל","email_subject","{{document_name}}","system default; a campaign may override it in הגדרות → הודעות, blank fields fall back to this text"
"messages.defaults.default_messages.signed_confirmation.email.body","שלום {{signer_name}},

המסמך ""{{document_name}}"" נחתם בהצלחה.
עותק חתום זמין עבורך לצפייה ולהורדה.","src/lib/message-template.ts:175","קמפיין → הגדרות → הודעות (ברירות מחדל, אירועים ומשתנים)","טקסט בגוף המייל","email_body","{{signer_name}} | {{document_name}}","system default; a campaign may override it in הגדרות → הודעות, blank fields fall back to this text"
"messages.defaults.default_messages.signed_confirmation.email.cta","צפייה והורדת המסמך החתום","src/lib/message-template.ts:176","קמפיין → הגדרות → הודעות (ברירות מחדל, אירועים ומשתנים)","כיתוב כפתור / קישור במייל","email_body","","system default; a campaign may override it in הגדרות → הודעות, blank fields fall back to this text"
"messages.defaults.default_messages.registration_completed.sms","שלום {{signer_name}}, נרשמתם בהצלחה ל{{campaign_name}}. להשלמת התהליך יש לעיין בהסכם ולחתום עליו: {{signing_link}}","src/lib/message-template.ts:180","קמפיין → הגדרות → הודעות (ברירות מחדל, אירועים ומשתנים)","טקסט הודעת SMS","sms","{{signer_name}} | {{campaign_name}} | {{signing_link}}","glossary term — keep consistent: הסכמים; SMS: Hebrew is sent as UCS-2 — 70 chars fit one segment (67 per segment when split); fixed text is 66 chars before placeholders are filled; system default; a campaign may override it in הגדרות → הודעות, blank fields fall back to this text"
"messages.defaults.default_messages.registration_completed.email.subject","נרשמתם בהצלחה – נותר לחתום על ההסכם | {{campaign_name}}","src/lib/message-template.ts:182","קמפיין → הגדרות → הודעות (ברירות מחדל, אירועים ומשתנים)","נושא המייל","email_subject","{{campaign_name}}","glossary term — keep consistent: הסכמים; system default; a campaign may override it in הגדרות → הודעות, blank fields fall back to this text"
"messages.defaults.default_messages.registration_completed.email.body","שלום {{signer_name}},

נרשמתם בהצלחה ל{{campaign_name}}.
להשלמת התהליך יש לעיין בהסכם ""{{document_name}}"" ולחתום עליו.","src/lib/message-template.ts:183","קמפיין → הגדרות → הודעות (ברירות מחדל, אירועים ומשתנים)","טקסט בגוף המייל","email_body","{{signer_name}} | {{campaign_name}} | {{document_name}}","glossary term — keep consistent: הסכמים; system default; a campaign may override it in הגדרות → הודעות, blank fields fall back to this text"
"messages.defaults.default_messages.registration_completed.email.cta","לעיון וחתימה על ההסכם","src/lib/message-template.ts:184","קמפיין → הגדרות → הודעות (ברירות מחדל, אירועים ומשתנים)","כיתוב כפתור / קישור במייל","email_body","","glossary term — keep consistent: הסכמים; system default; a campaign may override it in הגדרות → הודעות, blank fields fall back to this text"
"messages.defaults.variable_catalog.0.label","שם החותם","src/lib/message-template.ts:45","קמפיין → הגדרות → הודעות (ברירות מחדל, אירועים ומשתנים)","תווית מתוך טבלת תוויות קבועה","label","","name of a message variable in the variable picker; the {{key}} itself must not change; same text also at: src/server/mail/catalog.ts:128, src/server/notifications/campaign-mail.ts:114, src/server/signing/pdf.ts:187"
"messages.defaults.variable_catalog.1.label","שם פרטי","src/lib/message-template.ts:46","קמפיין → הגדרות → הודעות (ברירות מחדל, אירועים ומשתנים)","תווית מתוך טבלת תוויות קבועה","label","","name of a message variable in the variable picker; the {{key}} itself must not change"
"messages.defaults.variable_catalog.2.label","שם משפחה","src/lib/message-template.ts:47","קמפיין → הגדרות → הודעות (ברירות מחדל, אירועים ומשתנים)","תווית מתוך טבלת תוויות קבועה","label","","name of a message variable in the variable picker; the {{key}} itself must not change"
"messages.defaults.variable_catalog.6.label","ח.פ.","src/lib/message-template.ts:51","קמפיין → הגדרות → הודעות (ברירות מחדל, אירועים ומשתנים)","תווית מתוך טבלת תוויות קבועה","label","","name of a message variable in the variable picker; the {{key}} itself must not change; same text also at: src/components/reports/RegistrationsTable.tsx:422, src/server/mail/catalog.ts:127, src/server/notifications/campaign-mail.ts:112 (+1 more)"
"messages.defaults.variable_catalog.8.label","שם הקמפיין","src/lib/message-template.ts:53","קמפיין → הגדרות → הודעות (ברירות מחדל, אירועים ומשתנים)","תווית מתוך טבלת תוויות קבועה","label","","glossary term — keep consistent: קמפיין; name of a message variable in the variable picker; the {{key}} itself must not change; same text also at: src/components/projects/ProjectSettings.tsx:210"
"messages.defaults.variable_catalog.9.label","כתובת העמוד הציבורי","src/lib/message-template.ts:54","קמפיין → הגדרות → הודעות (ברירות מחדל, אירועים ומשתנים)","תווית מתוך טבלת תוויות קבועה","label","","name of a message variable in the variable picker; the {{key}} itself must not change"
"messages.defaults.variable_catalog.10.label","תאריך התחלה","src/lib/message-template.ts:55","קמפיין → הגדרות → הודעות (ברירות מחדל, אירועים ומשתנים)","תווית מתוך טבלת תוויות קבועה","label","","name of a message variable in the variable picker; the {{key}} itself must not change; same text also at: src/components/projects/CampaignSettings.tsx:108"
"messages.defaults.variable_catalog.11.label","תאריך סיום","src/lib/message-template.ts:56","קמפיין → הגדרות → הודעות (ברירות מחדל, אירועים ומשתנים)","תווית מתוך טבלת תוויות קבועה","label","","name of a message variable in the variable picker; the {{key}} itself must not change; same text also at: src/components/projects/CampaignSettings.tsx:112"
"messages.defaults.variable_catalog.12.label","שם המסמך","src/lib/message-template.ts:57","קמפיין → הגדרות → הודעות (ברירות מחדל, אירועים ומשתנים)","תווית מתוך טבלת תוויות קבועה","label","","name of a message variable in the variable picker; the {{key}} itself must not change; same text also at: src/components/DocumentComposer.tsx:100, src/components/canvas/CanvasEditor.tsx:231, src/components/composer/UnifiedComposer.tsx:234"
"messages.defaults.variable_catalog.13.label","קישור לחתימה","src/lib/message-template.ts:58","קמפיין → הגדרות → הודעות (ברירות מחדל, אירועים ומשתנים)","תווית מתוך טבלת תוויות קבועה","label","","name of a message variable in the variable picker; the {{key}} itself must not change"
"messages.defaults.variable_catalog.14.label","תאריך תפוגה","src/lib/message-template.ts:59","קמפיין → הגדרות → הודעות (ברירות מחדל, אירועים ומשתנים)","תווית מתוך טבלת תוויות קבועה","label","","name of a message variable in the variable picker; the {{key}} itself must not change"
"messages.defaults.variable_catalog.15.label","קישור למסמך החתום","src/lib/message-template.ts:60","קמפיין → הגדרות → הודעות (ברירות מחדל, אירועים ומשתנים)","תווית מתוך טבלת תוויות קבועה","label","","name of a message variable in the variable picker; the {{key}} itself must not change"
"messages.defaults.variable_catalog.17.label","שם הארגון","src/lib/message-template.ts:62","קמפיין → הגדרות → הודעות (ברירות מחדל, אירועים ומשתנים)","תווית מתוך טבלת תוויות קבועה","label","","name of a message variable in the variable picker; the {{key}} itself must not change; same text also at: src/components/settings/BrandKitForm.tsx:73"
"messages.defaults.variable_catalog.18.label","טלפון הארגון","src/lib/message-template.ts:63","קמפיין → הגדרות → הודעות (ברירות מחדל, אירועים ומשתנים)","תווית מתוך טבלת תוויות קבועה","label","","name of a message variable in the variable picker; the {{key}} itself must not change"
"messages.defaults.variable_catalog.19.label","אימייל הארגון","src/lib/message-template.ts:64","קמפיין → הגדרות → הודעות (ברירות מחדל, אירועים ומשתנים)","תווית מתוך טבלת תוויות קבועה","label","","name of a message variable in the variable picker; the {{key}} itself must not change"
"messages.defaults.variable_catalog.20.label","אתר הארגון","src/lib/message-template.ts:65","קמפיין → הגדרות → הודעות (ברירות מחדל, אירועים ומשתנים)","תווית מתוך טבלת תוויות קבועה","label","","name of a message variable in the variable picker; the {{key}} itself must not change"
"messages.defaults.variable_catalog.21.label","שם ההפצה","src/lib/message-template.ts:66","קמפיין → הגדרות → הודעות (ברירות מחדל, אירועים ומשתנים)","תווית מתוך טבלת תוויות קבועה","label","","glossary term — keep consistent: הפצה; name of a message variable in the variable picker; the {{key}} itself must not change"
"messages.defaults.group_labels.recipient","נמען","src/lib/message-template.ts:70","קמפיין → הגדרות → הודעות (ברירות מחדל, אירועים ומשתנים)","תווית שדה / פריט","label","","name of a message variable in the variable picker; the {{key}} itself must not change; same text also at: src/server/reports/reports.ts:187, src/components/documents/DocumentsTable.tsx:72, src/components/reports/ReportPanel.tsx:163 (+1 more)"
"messages.defaults.group_labels.company","חברה","src/lib/message-template.ts:71","קמפיין → הגדרות → הודעות (ברירות מחדל, אירועים ומשתנים)","תווית שדה / פריט","label","","name of a message variable in the variable picker; the {{key}} itself must not change; same text also at: src/server/reports/reports.ts:184, src/app/documents/[id]/page.tsx:180, src/components/SendPanel.tsx:98 (+5 more)"
"messages.defaults.group_labels.campaign","קמפיין","src/lib/message-template.ts:72","קמפיין → הגדרות → הודעות (ברירות מחדל, אירועים ומשתנים)","תווית שדה / פריט","label","","glossary term — keep consistent: קמפיין; name of a message variable in the variable picker; the {{key}} itself must not change; same text also at: src/components/reports/RegistrationsTable.tsx:440, src/server/mail/catalog.ts:103, src/server/mail/catalog.ts:125 (+7 more)"
"messages.defaults.group_labels.document","מסמך","src/lib/message-template.ts:73","קמפיין → הגדרות → הודעות (ברירות מחדל, אירועים ומשתנים)","תווית שדה / פריט","label","","name of a message variable in the variable picker; the {{key}} itself must not change; same text also at: src/app/api/cron/reminders/route.ts:98, src/server/crm/import-business-document.ts:87, src/server/documents/canvas-save.ts:142 (+17 more)"
"messages.defaults.group_labels.organization","ארגון","src/lib/message-template.ts:74","קמפיין → הגדרות → הודעות (ברירות מחדל, אירועים ומשתנים)","תווית שדה / פריט","label","","name of a message variable in the variable picker; the {{key}} itself must not change"
"messages.defaults.group_labels.distribution","הפצה","src/lib/message-template.ts:75","קמפיין → הגדרות → הודעות (ברירות מחדל, אירועים ומשתנים)","תווית שדה / פריט","label","","glossary term — keep consistent: הפצה; name of a message variable in the variable picker; the {{key}} itself must not change"
"messages.defaults.event_labels.invitation.blurb","נשלחת עם קישור החתימה כשמסמך יוצא לחותם.","src/lib/message-template.ts:90","קמפיין → הגדרות → הודעות (ברירות מחדל, אירועים ומשתנים)","טקסט עזר / הסבר מתחת לשדה או לכותרת","help","","event name / explanation in the messages settings screen"
"messages.defaults.event_labels.invitation.label","הזמנה לחתימה","src/lib/message-template.ts:90","קמפיין → הגדרות → הודעות (ברירות מחדל, אירועים ומשתנים)","תווית מתוך טבלת תוויות קבועה","label","","event name / explanation in the messages settings screen"
"messages.defaults.event_labels.reminder.blurb","נשלחת ידנית או אוטומטית למי שעוד לא חתם, עם קישור חדש.","src/lib/message-template.ts:91","קמפיין → הגדרות → הודעות (ברירות מחדל, אירועים ומשתנים)","טקסט עזר / הסבר מתחת לשדה או לכותרת","help","","event name / explanation in the messages settings screen"
"messages.defaults.event_labels.reminder.label","תזכורת לחתימה","src/lib/message-template.ts:91","קמפיין → הגדרות → הודעות (ברירות מחדל, אירועים ומשתנים)","תווית מתוך טבלת תוויות קבועה","label","","event name / explanation in the messages settings screen; same text also at: src/server/mail/catalog.ts:16"
"messages.defaults.event_labels.signed_confirmation.blurb","אישור לחותם עם כפתור מאובטח להורדת המסמך החתום.","src/lib/message-template.ts:92","קמפיין → הגדרות → הודעות (ברירות מחדל, אירועים ומשתנים)","טקסט עזר / הסבר מתחת לשדה או לכותרת","help","","event name / explanation in the messages settings screen"
"messages.defaults.event_labels.signed_confirmation.label","לאחר חתימה","src/lib/message-template.ts:92","קמפיין → הגדרות → הודעות (ברירות מחדל, אירועים ומשתנים)","תווית מתוך טבלת תוויות קבועה","label","","event name / explanation in the messages settings screen"
"messages.defaults.event_labels.registration_completed.blurb","למי שנרשם בעמוד הציבורי ולא השלים את החתימה באותו ביקור — עם קישור לחזור ולחתום.","src/lib/message-template.ts:93","קמפיין → הגדרות → הודעות (ברירות מחדל, אירועים ומשתנים)","טקסט עזר / הסבר מתחת לשדה או לכותרת","help","","event name / explanation in the messages settings screen"
"messages.defaults.event_labels.registration_completed.label","נרשם ועדיין לא חתם","src/lib/message-template.ts:93","קמפיין → הגדרות → הודעות (ברירות מחדל, אירועים ומשתנים)","תווית מתוך טבלת תוויות קבועה","label","","event name / explanation in the messages settings screen"
"companies.form.unsupported_phone_message","מספר הטלפון אינו נתמך. יש להזין מספר סלולרי אחר.","src/lib/phone.ts:26","ספק/לקוח → טופס פרטים","הודעת שגיאה","error","",""
"campaigns.settings_notifications.project_events.3.label","הסכמים שממתינים לחתימה כמה ימים","src/lib/project-notifications.ts:10","קמפיין → הגדרות → התראות לצוות","תווית מתוך טבלת תוויות קבועה","label","","glossary term — keep consistent: הסכמים"
"campaigns.settings_notifications.project_events.4.label","קישורי חתימה שעומדים לפוג","src/lib/project-notifications.ts:11","קמפיין → הגדרות → התראות לצוות","תווית מתוך טבלת תוויות קבועה","label","",""
"campaigns.settings_notifications.project_events.0.label","הרשמה חדשה","src/lib/project-notifications.ts:7","קמפיין → הגדרות → התראות לצוות","תווית מתוך טבלת תוויות קבועה","label","","glossary term — keep consistent: הרשמות"
"campaigns.settings_notifications.project_events.1.label","הסכם נחתם","src/lib/project-notifications.ts:8","קמפיין → הגדרות → התראות לצוות","תווית מתוך טבלת תוויות קבועה","label","","glossary term — keep consistent: הסכמים"
"campaigns.publish.error_1","יש להזין כתובת.","src/lib/public-slug.ts:43","קמפיין → פרסום (כתובת ציבורית)","הודעת שגיאה","error","",""
"campaigns.publish.error_2","הכתובת יכולה להכיל אותיות אנגליות, ספרות ומקפים בלבד.","src/lib/public-slug.ts:45","קמפיין → פרסום (כתובת ציבורית)","הודעת שגיאה","error","",""
"campaigns.publish.error_3","הכתובת צריכה להיות באורך ${SLUG_MIN} תווים לפחות.","src/lib/public-slug.ts:48","קמפיין → פרסום (כתובת ציבורית)","הודעת שגיאה","error","${SLUG_MIN}","placeholders must stay exactly as written"
"campaigns.publish.error_4","הכתובת יכולה להיות באורך עד ${SLUG_MAX} תווים.","src/lib/public-slug.ts:49","קמפיין → פרסום (כתובת ציבורית)","הודעת שגיאה","error","${SLUG_MAX}","placeholders must stay exactly as written"
"campaigns.publish.error_5","הכתובת הזו שמורה למערכת. בחרו כתובת אחרת.","src/lib/public-slug.ts:50","קמפיין → פרסום (כתובת ציבורית)","הודעת שגיאה","error","",""
"agreements.timeline.event_text.otp_verified","אומת","src/lib/relative-time.ts:17","הסכם → ציר זמן וסטטוס","תווית סטטוס / אירוע בציר הזמן","status","",""
"agreements.timeline.event_text.archived","בארכיון","src/lib/relative-time.ts:18","הסכם → ציר זמן וסטטוס","תווית סטטוס / אירוע בציר הזמן","status","","same text also at: src/app/projects/[id]/page.tsx:80, src/components/projects/ProjectsList.tsx:33"
"agreements.timeline.event_text.link_renewed","הקישור חודש","src/lib/relative-time.ts:19","הסכם → ציר זמן וסטטוס","תווית סטטוס / אירוע בציר הזמן","status","",""
"agreements.timeline.event_text.restored","הוחזר","src/lib/relative-time.ts:20","הסכם → ציר זמן וסטטוס","תווית סטטוס / אירוע בציר הזמן","status","",""
"agreements.timeline.event_text.company_linked","שויך","src/lib/relative-time.ts:30","הסכם → ציר זמן וסטטוס","תווית סטטוס / אירוע בציר הזמן","status","",""
"agreements.timeline.event_text.new_version_created","נוצרה גרסה","src/lib/relative-time.ts:31","הסכם → ציר זמן וסטטוס","תווית סטטוס / אירוע בציר הזמן","status","",""
"agreements.timeline.status_1","הרגע","src/lib/relative-time.ts:46","הסכם → ציר זמן וסטטוס","תווית סטטוס / אירוע בציר הזמן","status","",""
"agreements.timeline.status_2","לפני דקה","src/lib/relative-time.ts:49","הסכם → ציר זמן וסטטוס","תווית סטטוס / אירוע בציר הזמן (אחת מגרסאות טקסט מותנות)","status","",""
"agreements.timeline.status_3","לפני ${minutes} דקות","src/lib/relative-time.ts:49","הסכם → ציר זמן וסטטוס","תווית סטטוס / אירוע בציר הזמן (אחת מגרסאות טקסט מותנות)","status","${minutes}","placeholders must stay exactly as written"
"agreements.timeline.status_4","היום ${time.format(at)}","src/lib/relative-time.ts:50","הסכם → ציר זמן וסטטוס","תווית סטטוס / אירוע בציר הזמן","status","${time.format(at)}","placeholders must stay exactly as written"
"agreements.timeline.status_5","אתמול ${time.format(at)}","src/lib/relative-time.ts:51","הסכם → ציר זמן וסטטוס","תווית סטטוס / אירוע בציר הזמן","status","${time.format(at)}","placeholders must stay exactly as written"
"settings.schedule.day_names.0","א׳","src/lib/schedule.ts:11","הגדרות → התראות → לוח זמנים (ימים ושעה)","שם / תווית של הגדרה","setting","",""
"settings.schedule.day_names.1","ב׳","src/lib/schedule.ts:11","הגדרות → התראות → לוח זמנים (ימים ושעה)","שם / תווית של הגדרה","setting","",""
"settings.schedule.day_names.2","ג׳","src/lib/schedule.ts:11","הגדרות → התראות → לוח זמנים (ימים ושעה)","שם / תווית של הגדרה","setting","",""
"settings.schedule.day_names.3","ד׳","src/lib/schedule.ts:11","הגדרות → התראות → לוח זמנים (ימים ושעה)","שם / תווית של הגדרה","setting","",""
"settings.schedule.day_names.4","ה׳","src/lib/schedule.ts:11","הגדרות → התראות → לוח זמנים (ימים ושעה)","שם / תווית של הגדרה","setting","",""
"settings.schedule.day_names.5","ו׳","src/lib/schedule.ts:11","הגדרות → התראות → לוח זמנים (ימים ושעה)","שם / תווית של הגדרה","setting","",""
"settings.schedule.day_names.6","ש׳","src/lib/schedule.ts:11","הגדרות → התראות → לוח זמנים (ימים ושעה)","שם / תווית של הגדרה","setting","",""
"settings.schedule.other_1","כל יום","src/lib/schedule.ts:28","הגדרות → התראות → לוח זמנים (ימים ושעה)","טקסט במסך","other","","same text also at: src/lib/schedule.ts:35, src/lib/schedule.ts:35"
"settings.schedule.other_2","שעון ישראל","src/lib/schedule.ts:34","הגדרות → התראות → לוח זמנים (ימים ושעה)","טקסט במסך","other","",""
"settings.schedule.other_3","${days === 'כל יום' ? 'כל יום' : `ימים ${days}`} בשעה ${time} (${timeZoneLabel})","src/lib/schedule.ts:35","הגדרות → התראות → לוח זמנים (ימים ושעה)","טקסט במסך","other","${days === 'כל יום' ? 'כל יום' : `ימים ${days}`} | ${time} | ${timeZoneLabel}","placeholders must stay exactly as written"
"settings.schedule.other_4","ימים ${days}","src/lib/schedule.ts:35","הגדרות → התראות → לוח זמנים (ימים ושעה)","טקסט במסך (אחת מגרסאות טקסט מותנות)","other","${days}","placeholders must stay exactly as written"
"public.registration_labels.registration_labels.signatoryname","שם מלא של מורשה/ת החתימה","src/lib/self-service-registration.ts:26","הרשמה עצמית — תוויות שדות וסקינים","תווית שדה / פריט","label","","field name that also appears in exports/mails — keep consistent across screens; Tourism 2026 self-service campaign"
"public.registration_labels.registration_labels.phone","טלפון נייד","src/lib/self-service-registration.ts:28","הרשמה עצמית — תוויות שדות וסקינים","תווית שדה / פריט","label","","field name that also appears in exports/mails — keep consistent across screens; same text also at: src/server/self-service/onboarding.ts:87, src/components/settings/UsersTable.tsx:250; Tourism 2026 self-service campaign"
"public.registration_labels.registration_labels.email","דוא״ל","src/lib/self-service-registration.ts:29","הרשמה עצמית — תוויות שדות וסקינים","תווית שדה / פריט","label","","field name that also appears in exports/mails — keep consistent across screens; Tourism 2026 self-service campaign"
"public.registration_labels.error_1","יש להזין את שם העסק.","src/lib/self-service-registration.ts:47","הרשמה עצמית — תוויות שדות וסקינים","הודעת שגיאה","error","","Tourism 2026 self-service campaign"
"public.registration_labels.error_2","יש להזין ח.פ. / ע.מ. תקין (8–9 ספרות).","src/lib/self-service-registration.ts:50","הרשמה עצמית — תוויות שדות וסקינים","הודעת שגיאה","error","","Tourism 2026 self-service campaign"
"public.registration_labels.error_3","יש להזין את שם מורשה החתימה.","src/lib/self-service-registration.ts:53","הרשמה עצמית — תוויות שדות וסקינים","הודעת שגיאה","error","","Tourism 2026 self-service campaign"
"public.registration_labels.error_4","יש להזין תפקיד.","src/lib/self-service-registration.ts:56","הרשמה עצמית — תוויות שדות וסקינים","הודעת שגיאה","error","","Tourism 2026 self-service campaign"
"public.registration_labels.error_5","יש להזין מספר נייד ישראלי תקין. לדוגמה 050-1234567.","src/lib/self-service-registration.ts:59","הרשמה עצמית — תוויות שדות וסקינים","הודעת שגיאה","error","","Tourism 2026 self-service campaign"
"public.registration_labels.error_6","יש להזין כתובת אימייל תקינה.","src/lib/self-service-registration.ts:62","הרשמה עצמית — תוויות שדות וסקינים","הודעת שגיאה","error","","Tourism 2026 self-service campaign"
"public.registration_labels.self_service_skins.0.label","חודש התיירות הישראלית 2026","src/lib/self-service-skins.ts:15","הרשמה עצמית — תוויות שדות וסקינים","תווית מתוך טבלת תוויות קבועה","label","","Tourism 2026 self-service campaign"
"agreements.whatsapp.other_1","שלום ${recipientName.trim()},","src/lib/whatsapp-share.ts:28","הסכם → שיתוף קישור חתימה ב-WhatsApp","טקסט במסך (אחת מגרסאות טקסט מותנות)","other","${recipientName.trim()}","placeholders must stay exactly as written"
"agreements.whatsapp.other_2","שלום,","src/lib/whatsapp-share.ts:28","הסכם → שיתוף קישור חתימה ב-WhatsApp","טקסט במסך (אחת מגרסאות טקסט מותנות)","other","",""
"agreements.whatsapp.other_3","${greeting}
מחכה לך מסמך לחתימה מ-XTRA:
${signingLink}","src/lib/whatsapp-share.ts:29","הסכם → שיתוף קישור חתימה ב-WhatsApp","טקסט במסך","other","${greeting} | ${signingLink}","placeholders must stay exactly as written"
